"","player_id","birthdate","position","year","team","competition","total_points_scored","matches_played","matches_started","tries_scored","penalty_goals_scored","drop_goals_scored","conversions","yellow_cards","red_cards","total_minutes_played","player_name"
"15","mathieu-acebes-621","01/08/1987","Wing",2018,"USAP","Top 14",8,13,12,1,1,0,0,3,0,962,"MATHIEU ACEBES"
"16","mathieu-acebes-621","01/08/1987","Wing",2015,"Pau","Top 14",5,9,8,1,0,0,0,0,0,575,"MATHIEU ACEBES"
"17","mathieu-acebes-621","01/08/1987","Wing",2007,"Bayonne","Top 14",5,2,0,1,0,0,0,0,0,31,"MATHIEU ACEBES"
"18","thomas-acquier-2061","21/11/1989","Hooker",2022,"Bayonne","Top 14",0,2,0,0,0,0,0,0,0,37,"THOMAS ACQUIER"
"19","thomas-acquier-2061","21/11/1989","Hooker",2021,"Brive","Top 14",5,16,10,1,0,0,0,0,0,790,"THOMAS ACQUIER"
"20","thomas-acquier-2061","21/11/1989","Hooker",2020,"Brive","Top 14",5,13,8,1,0,0,0,0,0,550,"THOMAS ACQUIER"
"21","thomas-acquier-2061","21/11/1989","Hooker",2019,"Brive","Top 14",0,15,9,0,0,0,0,0,0,715,"THOMAS ACQUIER"
"22","thomas-acquier-2061","21/11/1989","Hooker",2018,"Brive","Top 14",0,1,0,0,0,0,0,0,0,49,"THOMAS ACQUIER"
"23","thomas-acquier-2061","21/11/1989","Hooker",2017,"Brive","Top 14",0,13,2,0,0,0,0,0,0,394,"THOMAS ACQUIER"
"24","thomas-acquier-2061","21/11/1989","Hooker",2016,"Brive","Top 14",0,10,3,0,0,0,0,1,0,324,"THOMAS ACQUIER"
"25","thomas-acquier-2061","21/11/1989","Hooker",2015,"Brive","Top 14",5,14,7,1,0,0,0,1,0,467,"THOMAS ACQUIER"
"26","thomas-acquier-2061","21/11/1989","Hooker",2014,"Brive","Top 14",0,24,10,0,0,0,0,0,0,991,"THOMAS ACQUIER"
"27","pita-ahki-2380","24/09/1992","Centre",2022,"Stade Toulousain","Top 14",0,0,0,0,0,0,0,0,0,0,"PITA AHKI"
"28","pita-ahki-2380","24/09/1992","Centre",2021,"Stade Toulousain","Top 14",0,18,17,0,0,0,0,0,0,1311,"PITA AHKI"
"29","pita-ahki-2380","24/09/1992","Centre",2020,"Stade Toulousain","Top 14",0,20,18,0,0,0,0,0,0,1449,"PITA AHKI"
"30","pita-ahki-2380","24/09/1992","Centre",2019,"Stade Toulousain","Top 14",10,14,11,2,0,0,0,0,0,873,"PITA AHKI"
"31","pita-ahki-2380","24/09/1992","Centre",2018,"Stade Toulousain","Top 14",15,20,14,3,0,0,0,1,0,1139,"PITA AHKI"
"32","stephane-ahmed-4826","04/02/1999","Wing",2022,"Stade Français","Top 14",0,1,1,0,0,0,0,0,0,68,"STEPHANE AHMED"
"33","david-ainuu-4258","20/11/1999","Prop",2022,"Stade Toulousain","Top 14",0,0,0,0,0,0,0,0,0,0,"DAVID AINUU"
"34","david-ainuu-4258","20/11/1999","Prop",2021,"Stade Toulousain","Top 14",0,17,3,0,0,0,0,1,0,442,"DAVID AINUU"
"35","david-ainuu-4258","20/11/1999","Prop",2020,"Stade Toulousain","Top 14",0,14,2,0,0,0,0,0,0,388,"DAVID AINUU"
"36","david-ainuu-4258","20/11/1999","Prop",2019,"Stade Toulousain","Top 14",0,1,0,0,0,0,0,0,0,27,"DAVID AINUU"
"37","david-ainuu-4258","20/11/1999","Prop",2018,"Stade Toulousain","Top 14",0,5,0,0,0,0,0,0,0,105,"DAVID AINUU"
"38","brian-alainuuese-2889","19/03/1994","Lock",2022,"Toulon","Top 14",0,2,2,0,0,0,0,0,0,109,"BRIAN ALAINUUESE"
"39","brian-alainuuese-2889","19/03/1994","Lock",2021,"Toulon","Top 14",5,20,14,1,0,0,0,2,0,1216,"BRIAN ALAINUUESE"
"40","brian-alainuuese-2889","19/03/1994","Lock",2020,"Toulon","Top 14",0,19,16,0,0,0,0,1,0,1129,"BRIAN ALAINUUESE"
"41","brian-alainuuese-2889","19/03/1994","Lock",2019,"Toulon","Top 14",5,13,8,1,0,0,0,2,0,756,"BRIAN ALAINUUESE"
"42","brian-alainuuese-2889","19/03/1994","Lock",2018,"Toulon","Top 14",5,18,14,1,0,0,0,2,0,1149,"BRIAN ALAINUUESE"
"43","dorian-aldegheri-3018","04/08/1993","Prop",2022,"Stade Toulousain","Top 14",0,2,1,0,0,0,0,0,0,79,"DORIAN ALDEGHERI"
"44","dorian-aldegheri-3018","04/08/1993","Prop",2021,"Stade Toulousain","Top 14",0,17,10,0,0,0,0,0,0,786,"DORIAN ALDEGHERI"
"45","dorian-aldegheri-3018","04/08/1993","Prop",2020,"Stade Toulousain","Top 14",5,14,7,1,0,0,0,0,0,567,"DORIAN ALDEGHERI"
"46","dorian-aldegheri-3018","04/08/1993","Prop",2019,"Stade Toulousain","Top 14",0,5,4,0,0,0,0,1,0,262,"DORIAN ALDEGHERI"
"47","dorian-aldegheri-3018","04/08/1993","Prop",2018,"Stade Toulousain","Top 14",0,9,4,0,0,0,0,0,0,350,"DORIAN ALDEGHERI"
"48","dorian-aldegheri-3018","04/08/1993","Prop",2017,"Stade Toulousain","Top 14",5,23,10,1,0,0,0,2,0,943,"DORIAN ALDEGHERI"
"49","dorian-aldegheri-3018","04/08/1993","Prop",2016,"Stade Toulousain","Top 14",0,20,13,0,0,0,0,2,0,847,"DORIAN ALDEGHERI"
"50","dorian-aldegheri-3018","04/08/1993","Prop",2015,"Stade Toulousain","Top 14",5,25,6,1,0,0,0,0,0,872,"DORIAN ALDEGHERI"
"51","dorian-aldegheri-3018","04/08/1993","Prop",2014,"Stade Toulousain","Top 14",0,3,0,0,0,0,0,0,0,82,"DORIAN ALDEGHERI"
"52","dorian-aldegheri-3018","04/08/1993","Prop",2013,"Stade Toulousain","Top 14",0,4,0,0,0,0,0,1,0,31,"DORIAN ALDEGHERI"
"53","gregory-alldritt-4213","23/03/1997","Third Row",2022,"La Rochelle","Top 14",0,2,2,0,0,0,0,0,0,160,"GREGORY ALLDRITT"
"54","gregory-alldritt-4213","23/03/1997","Third Row",2021,"La Rochelle","Top 14",15,13,12,3,0,0,0,0,0,972,"GREGORY ALLDRITT"
"55","gregory-alldritt-4213","23/03/1997","Third Row",2020,"La Rochelle","Top 14",50,13,11,10,0,0,0,0,0,860,"GREGORY ALLDRITT"
"56","gregory-alldritt-4213","23/03/1997","Third Row",2019,"La Rochelle","Top 14",0,2,2,0,0,0,0,0,0,160,"GREGORY ALLDRITT"
"57","gregory-alldritt-4213","23/03/1997","Third Row",2018,"La Rochelle","Top 14",30,18,15,6,0,0,0,0,0,1096,"GREGORY ALLDRITT"
"58","gregory-alldritt-4213","23/03/1997","Third Row",2017,"La Rochelle","Top 14",5,10,3,1,0,0,0,1,0,338,"GREGORY ALLDRITT"
"59","paul-aloemile-1962","22/12/1991","Prop",2022,"Stade Français","Top 14",0,0,0,0,0,0,0,0,0,0,"PAUL ALOEMILE"
"60","paul-aloemile-1962","22/12/1991","Prop",2021,"Stade Français","Top 14",0,12,8,0,0,0,0,1,1,584,"PAUL ALOEMILE"
"61","paul-aloemile-1962","22/12/1991","Prop",2020,"Stade Français","Top 14",5,24,23,1,0,0,0,2,1,1664,"PAUL ALOEMILE"
"62","paul-aloemile-1962","22/12/1991","Prop",2019,"Stade Français","Top 14",0,9,8,0,0,0,0,0,0,619,"PAUL ALOEMILE"
"63","paul-aloemile-1962","22/12/1991","Prop",2018,"Stade Français","Top 14",0,24,15,0,0,0,0,1,0,1259,"PAUL ALOEMILE"
"64","paul-aloemile-1962","22/12/1991","Prop",2017,"Stade Français","Top 14",5,24,16,1,0,0,0,1,0,1157,"PAUL ALOEMILE"
"65","paul-aloemile-1962","22/12/1991","Prop",2016,"Stade Français","Top 14",0,11,8,0,0,0,0,1,0,541,"PAUL ALOEMILE"
"66","paul-aloemile-1962","22/12/1991","Prop",2015,"Stade Français","Top 14",0,23,17,0,0,0,0,0,0,1089,"PAUL ALOEMILE"
"67","moseseneliko-aloemile-3877","18/01/2000","Prop",2022,"Stade Français","Top 14",0,2,0,0,0,0,0,0,0,61,"MOSESENELIKO ALOEMILE"
"68","moseseneliko-aloemile-3877","18/01/2000","Prop",2021,"Stade Français","Top 14",5,20,15,1,0,0,0,1,0,917,"MOSESENELIKO ALOEMILE"
"69","moseseneliko-aloemile-3877","18/01/2000","Prop",2020,"Stade Français","Top 14",0,13,5,0,0,0,0,0,0,524,"MOSESENELIKO ALOEMILE"
"70","martin-alonsomunoz-4312","02/12/1999","Wing",2022,"La Rochelle","Top 14",0,0,0,0,0,0,0,0,0,0,"MARTIN ALONSOMUNOZ"
"71","martin-alonsomunoz-4312","02/12/1999","Wing",2021,"La Rochelle","Top 14",0,4,3,0,0,0,0,0,0,144,"MARTIN ALONSOMUNOZ"
"72","martin-alonsomunoz-4312","02/12/1999","Wing",2020,"La Rochelle","Top 14",10,7,4,2,0,0,0,0,0,227,"MARTIN ALONSOMUNOZ"
"73","miles-amatosero-4872","15/06/2002","Lock",2022,"Clermont","Top 14",0,2,1,0,0,0,0,0,0,68,"MILES AMATOSERO"
"74","miles-amatosero-4872","15/06/2002","Lock",2021,"Clermont","Top 14",0,6,2,0,0,0,0,0,0,236,"MILES AMATOSERO"
"75","miles-amatosero-4872","15/06/2002","Lock",2020,"Clermont","Top 14",0,6,2,0,0,0,0,0,0,160,"MILES AMATOSERO"
"76","afa-amosa-2745","11/10/1990","Third Row",2022,"Bayonne","Top 14",0,0,0,0,0,0,0,0,0,0,"AFA AMOSA"
"77","afa-amosa-2745","11/10/1990","Third Row",2020,"Bayonne","Top 14",10,21,13,2,0,0,0,1,0,1140,"AFA AMOSA"
"78","afa-amosa-2745","11/10/1990","Third Row",2020,"Union Bordeaux Bègles","Top 14",7,10,2,1,0,0,1,0,0,305,"AFA AMOSA"
"79","afa-amosa-2745","11/10/1990","Third Row",2019,"Union Bordeaux Bègles","Top 14",0,1,0,0,0,0,0,0,0,13,"AFA AMOSA"
"80","afa-amosa-2745","11/10/1990","Third Row",2018,"Union Bordeaux Bègles","Top 14",15,23,21,3,0,0,0,0,0,1429,"AFA AMOSA"
"81","afa-amosa-2745","11/10/1990","Third Row",2017,"La Rochelle","Top 14",30,17,13,6,0,0,0,0,0,1090,"AFA AMOSA"
"82","afa-amosa-2745","11/10/1990","Third Row",2016,"La Rochelle","Top 14",5,16,7,1,0,0,0,1,0,649,"AFA AMOSA"
"83","afa-amosa-2745","11/10/1990","Third Row",2015,"La Rochelle","Top 14",20,22,17,4,0,0,0,1,0,1309,"AFA AMOSA"
"84","leo-aouf-4037","25/02/1997","Prop",2022,"La Rochelle","Top 14",0,0,0,0,0,0,0,0,0,0,"LEO AOUF"
"85","leo-aouf-4037","25/02/1997","Prop",2021,"La Rochelle","Top 14",0,11,2,0,0,0,0,0,0,296,"LEO AOUF"
"86","leo-aouf-4037","25/02/1997","Prop",2020,"La Rochelle","Top 14",5,14,2,1,0,0,0,0,0,375,"LEO AOUF"
"87","leo-aouf-4037","25/02/1997","Prop",2018,"La Rochelle","Top 14",0,10,4,0,0,0,0,0,0,275,"LEO AOUF"
"88","leo-aouf-4037","25/02/1997","Prop",2017,"La Rochelle","Top 14",0,2,0,0,0,0,0,0,0,21,"LEO AOUF"
"89","gela-aprasidze-3787","14/01/1998","Scrum half",2022,"Montpellier","Top 14",0,2,0,0,0,0,0,0,0,36,"GELA APRASIDZE"
"90","gela-aprasidze-3787","14/01/1998","Scrum half",2021,"Montpellier","Top 14",29,15,5,3,4,0,1,1,0,517,"GELA APRASIDZE"
"91","gela-aprasidze-3787","14/01/1998","Scrum half",2020,"Montpellier","Top 14",5,4,1,1,0,0,0,0,0,129,"GELA APRASIDZE"
"92","gela-aprasidze-3787","14/01/1998","Scrum half",2019,"Montpellier","Top 14",5,3,2,1,0,0,0,0,0,120,"GELA APRASIDZE"
"93","gela-aprasidze-3787","14/01/1998","Scrum half",2017,"Montpellier","Top 14",0,1,0,0,0,0,0,0,0,4,"GELA APRASIDZE"
"94","santiago-arataperrone-3536","02/09/1996","Scrum half",2022,"Castres","Top 14",0,2,2,0,0,0,0,0,0,141,"SANTIAGO ARATAPERRONE"
"95","santiago-arataperrone-3536","02/09/1996","Scrum half",2021,"Castres","Top 14",15,19,8,3,0,0,0,1,0,794,"SANTIAGO ARATAPERRONE"
"96","santiago-arataperrone-3536","02/09/1996","Scrum half",2020,"Castres","Top 14",5,19,9,1,0,0,0,0,0,732,"SANTIAGO ARATAPERRONE"
"97","tyler-ardron-1939","16/06/1991","Lock",2022,"Castres","Top 14",0,0,0,0,0,0,0,0,0,0,"TYLER ARDRON"
"98","tyler-ardron-1939","16/06/1991","Lock",2021,"Castres","Top 14",5,12,12,1,0,0,0,1,0,925,"TYLER ARDRON"
"99","tyler-ardron-1939","16/06/1991","Lock",2020,"Castres","Top 14",15,19,15,3,0,0,0,1,0,1112,"TYLER ARDRON"
"100","sam-arnold-3396","08/04/1996","Centre",2022,"Brive","Top 14",0,1,1,0,0,0,0,0,0,61,"SAM ARNOLD"
"101","richie-arnold-3562","01/07/1990","Lock",2022,"Stade Toulousain","Top 14",0,2,2,0,0,0,0,0,0,100,"RICHIE ARNOLD"
"102","richie-arnold-3562","01/07/1990","Lock",2021,"Stade Toulousain","Top 14",5,16,13,1,0,0,0,1,0,792,"RICHIE ARNOLD"
"103","richie-arnold-3562","01/07/1990","Lock",2020,"Stade Toulousain","Top 14",0,17,12,0,0,0,0,0,1,919,"RICHIE ARNOLD"
"104","richie-arnold-3562","01/07/1990","Lock",2019,"Stade Toulousain","Top 14",0,8,6,0,0,0,0,1,0,430,"RICHIE ARNOLD"
"105","richie-arnold-3562","01/07/1990","Lock",2018,"Stade Toulousain","Top 14",5,10,9,1,0,0,0,0,0,591,"RICHIE ARNOLD"
"106","toby-arnold-1026","11/09/1987","Wing",2022,"LOU","Top 14",5,2,2,1,0,0,0,0,0,130,"TOBY ARNOLD"
"107","toby-arnold-1026","11/09/1987","Wing",2021,"LOU","Top 14",25,21,20,5,0,0,0,0,0,1649,"TOBY ARNOLD"
"108","toby-arnold-1026","11/09/1987","Wing",2020,"LOU","Top 14",25,22,21,5,0,0,0,1,0,1696,"TOBY ARNOLD"
"109","toby-arnold-1026","11/09/1987","Wing",2019,"LOU","Top 14",25,15,15,5,0,0,0,0,0,1189,"TOBY ARNOLD"
"110","toby-arnold-1026","11/09/1987","Wing",2018,"LOU","Top 14",35,21,19,7,0,0,0,1,0,1578,"TOBY ARNOLD"
"111","toby-arnold-1026","11/09/1987","Wing",2017,"LOU","Top 14",60,25,25,12,0,0,0,1,0,2000,"TOBY ARNOLD"
"112","toby-arnold-1026","11/09/1987","Wing",2016,"LOU","Top 14",35,22,22,7,0,0,0,0,0,1758,"TOBY ARNOLD"
"113","toby-arnold-1026","11/09/1987","Wing",2014,"LOU","Top 14",30,20,20,6,0,0,0,0,0,1600,"TOBY ARNOLD"
"114","alex-arrate-3558","24/06/1997","Centre",2022,"Stade Français","Top 14",0,2,2,0,0,0,0,0,0,143,"ALEX ARRATE"
"115","alex-arrate-3558","24/06/1997","Centre",2021,"Stade Français","Top 14",0,18,16,0,0,0,0,0,0,1122,"ALEX ARRATE"
"116","alex-arrate-3558","24/06/1997","Centre",2020,"Stade Français","Top 14",15,15,9,3,0,0,0,0,0,709,"ALEX ARRATE"
"117","alex-arrate-3558","24/06/1997","Centre",2019,"Stade Français","Top 14",5,5,2,1,0,0,0,1,0,120,"ALEX ARRATE"
"118","alex-arrate-3558","24/06/1997","Centre",2018,"Stade Français","Top 14",0,5,3,0,0,0,0,0,0,256,"ALEX ARRATE"
"119","uini-atonio-2415","26/03/1990","Prop",2022,"La Rochelle","Top 14",0,2,0,0,0,0,0,0,0,69,"UINI ATONIO"
"120","uini-atonio-2415","26/03/1990","Prop",2021,"La Rochelle","Top 14",15,18,13,3,0,0,0,1,0,961,"UINI ATONIO"
"121","uini-atonio-2415","26/03/1990","Prop",2020,"La Rochelle","Top 14",0,18,17,0,0,0,0,0,0,1023,"UINI ATONIO"
"122","uini-atonio-2415","26/03/1990","Prop",2019,"La Rochelle","Top 14",0,9,7,0,0,0,0,0,0,450,"UINI ATONIO"
"123","uini-atonio-2415","26/03/1990","Prop",2018,"La Rochelle","Top 14",0,21,19,0,0,0,0,2,0,1174,"UINI ATONIO"
"124","uini-atonio-2415","26/03/1990","Prop",2017,"La Rochelle","Top 14",0,24,19,0,0,0,0,1,0,1357,"UINI ATONIO"
"125","uini-atonio-2415","26/03/1990","Prop",2016,"La Rochelle","Top 14",10,19,13,2,0,0,0,0,0,1060,"UINI ATONIO"
"126","uini-atonio-2415","26/03/1990","Prop",2015,"La Rochelle","Top 14",0,17,15,0,0,0,0,0,0,1021,"UINI ATONIO"
"127","uini-atonio-2415","26/03/1990","Prop",2014,"La Rochelle","Top 14",0,22,18,0,0,0,0,3,0,1332,"UINI ATONIO"
"128","theo-attissogbe-5353","19/11/2004","Full back",2022,"Pau","Top 14",0,0,0,0,0,0,0,0,0,0,"THEO ATTISSOGBE"
"129","hugo-auradou-5170","20/07/2003","Lock",2022,"Pau","Top 14",0,0,0,0,0,0,0,0,0,0,"HUGO AURADOU"
"130","pierrehenri-azagoh-3862","25/07/1998","Lock",2022,"Stade Français","Top 14",0,0,0,0,0,0,0,0,0,0,"PIERREHENRI AZAGOH"
"131","pierrehenri-azagoh-3862","25/07/1998","Lock",2021,"Stade Français","Top 14",10,23,15,2,0,0,0,0,0,1106,"PIERREHENRI AZAGOH"
"132","pierrehenri-azagoh-3862","25/07/1998","Lock",2020,"Stade Français","Top 14",0,10,5,0,0,0,0,0,0,415,"PIERREHENRI AZAGOH"
"133","pierrehenri-azagoh-3862","25/07/1998","Lock",2019,"Stade Français","Top 14",0,4,0,0,0,0,0,0,0,59,"PIERREHENRI AZAGOH"
"134","aurelien-azar-3868","19/06/1994","Prop",2022,"Castres","Top 14",0,1,0,0,0,0,0,0,0,25,"AURELIEN AZAR"
"135","mathieu-babillot-2411","09/09/1993","Third Row",2022,"Castres","Top 14",0,2,2,0,0,0,0,0,0,160,"MATHIEU BABILLOT"
"136","mathieu-babillot-2411","09/09/1993","Third Row",2021,"Castres","Top 14",0,15,12,0,0,0,0,0,0,946,"MATHIEU BABILLOT"
"137","mathieu-babillot-2411","09/09/1993","Third Row",2020,"Castres","Top 14",0,25,19,0,0,0,0,1,0,1517,"MATHIEU BABILLOT"
"138","mathieu-babillot-2411","09/09/1993","Third Row",2019,"Castres","Top 14",0,6,6,0,0,0,0,1,1,361,"MATHIEU BABILLOT"
"139","mathieu-babillot-2411","09/09/1993","Third Row",2018,"Castres","Top 14",0,18,18,0,0,0,0,3,0,1366,"MATHIEU BABILLOT"
"140","mathieu-babillot-2411","09/09/1993","Third Row",2017,"Castres","Top 14",10,23,21,2,0,0,0,1,0,1627,"MATHIEU BABILLOT"
"141","mathieu-babillot-2411","09/09/1993","Third Row",2016,"Castres","Top 14",5,18,13,1,0,0,0,1,0,1130,"MATHIEU BABILLOT"
"142","mathieu-babillot-2411","09/09/1993","Third Row",2015,"Castres","Top 14",0,15,5,0,0,0,0,0,0,570,"MATHIEU BABILLOT"
"143","mathieu-babillot-2411","09/09/1993","Third Row",2014,"Castres","Top 14",0,7,6,0,0,0,0,0,0,407,"MATHIEU BABILLOT"
"144","mathieu-babillot-2411","09/09/1993","Third Row",2013,"Castres","Top 14",0,1,0,0,0,0,0,0,0,8,"MATHIEU BABILLOT"
"145","lucas-bachelier-3101","26/03/1995","Third Row",2022,"USAP","Top 14",0,2,2,0,0,0,0,1,0,141,"LUCAS BACHELIER"
"146","lucas-bachelier-3101","26/03/1995","Third Row",2021,"USAP","Top 14",0,18,10,0,0,0,0,0,0,772,"LUCAS BACHELIER"
"147","lucas-bachelier-3101","26/03/1995","Third Row",2018,"USAP","Top 14",5,8,6,1,0,0,0,0,0,479,"LUCAS BACHELIER"
"148","remy-baget-4342","27/07/1997","Wing",2022,"Bayonne","Top 14",5,2,2,1,0,0,0,0,0,160,"REMY BAGET"
"149","remy-baget-4342","27/07/1997","Wing",2020,"Bayonne","Top 14",5,6,6,1,0,0,0,0,0,453,"REMY BAGET"
"150","remy-baget-4342","27/07/1997","Wing",2019,"Bayonne","Top 14",0,3,2,0,0,0,0,0,0,191,"REMY BAGET"
"151","cyril-baille-2758","15/09/1993","Prop",2022,"Stade Toulousain","Top 14",0,0,0,0,0,0,0,0,0,0,"CYRIL BAILLE"
"152","cyril-baille-2758","15/09/1993","Prop",2021,"Stade Toulousain","Top 14",5,18,13,1,0,0,0,0,0,848,"CYRIL BAILLE"
"153","cyril-baille-2758","15/09/1993","Prop",2020,"Stade Toulousain","Top 14",0,14,11,0,0,0,0,0,0,685,"CYRIL BAILLE"
"154","cyril-baille-2758","15/09/1993","Prop",2019,"Stade Toulousain","Top 14",0,2,0,0,0,0,0,0,0,56,"CYRIL BAILLE"
"155","cyril-baille-2758","15/09/1993","Prop",2018,"Stade Toulousain","Top 14",0,15,11,0,0,0,0,0,0,680,"CYRIL BAILLE"
"156","cyril-baille-2758","15/09/1993","Prop",2017,"Stade Toulousain","Top 14",10,13,11,2,0,0,0,0,0,662,"CYRIL BAILLE"
"157","cyril-baille-2758","15/09/1993","Prop",2016,"Stade Toulousain","Top 14",0,14,5,0,0,0,0,0,0,545,"CYRIL BAILLE"
"158","cyril-baille-2758","15/09/1993","Prop",2015,"Stade Toulousain","Top 14",0,18,2,0,0,0,0,0,0,515,"CYRIL BAILLE"
"159","cyril-baille-2758","15/09/1993","Prop",2014,"Stade Toulousain","Top 14",5,13,3,1,0,0,0,0,0,354,"CYRIL BAILLE"
"160","cyril-baille-2758","15/09/1993","Prop",2013,"Stade Toulousain","Top 14",0,15,5,0,0,0,0,0,0,535,"CYRIL BAILLE"
"161","cyril-baille-2758","15/09/1993","Prop",2012,"Stade Toulousain","Top 14",0,2,0,0,0,0,0,0,0,14,"CYRIL BAILLE"
"162","demba-bamba-4194","17/03/1998","Prop",2022,"LOU","Top 14",0,0,0,0,0,0,0,0,0,0,"DEMBA BAMBA"
"163","demba-bamba-4194","17/03/1998","Prop",2021,"LOU","Top 14",10,15,13,2,0,0,0,0,0,856,"DEMBA BAMBA"
"164","demba-bamba-4194","17/03/1998","Prop",2020,"LOU","Top 14",10,14,13,2,0,0,0,0,0,807,"DEMBA BAMBA"
"165","demba-bamba-4194","17/03/1998","Prop",2019,"LOU","Top 14",0,5,5,0,0,0,0,0,0,286,"DEMBA BAMBA"
"166","demba-bamba-4194","17/03/1998","Prop",2017,"Brive","Top 14",0,5,0,0,0,0,0,0,0,133,"DEMBA BAMBA"
"167","pierrelouis-barassi-3925","22/04/1998","Centre",2022,"Stade Toulousain","Top 14",0,1,1,0,0,0,0,0,0,41,"PIERRELOUIS BARASSI"
"168","pierrelouis-barassi-3925","22/04/1998","Centre",2021,"LOU","Top 14",15,14,11,3,0,0,0,0,0,820,"PIERRELOUIS BARASSI"
"169","pierrelouis-barassi-3925","22/04/1998","Centre",2020,"LOU","Top 14",20,17,15,4,0,0,0,0,0,1174,"PIERRELOUIS BARASSI"
"170","pierrelouis-barassi-3925","22/04/1998","Centre",2019,"LOU","Top 14",10,5,5,2,0,0,0,0,0,304,"PIERRELOUIS BARASSI"
"171","pierrelouis-barassi-3925","22/04/1998","Centre",2018,"LOU","Top 14",20,14,10,4,0,0,0,1,0,840,"PIERRELOUIS BARASSI"
"172","pierrelouis-barassi-3925","22/04/1998","Centre",2017,"LOU","Top 14",0,1,0,0,0,0,0,0,0,7,"PIERRELOUIS BARASSI"
"173","rayne-barka-4193","05/02/1999","Hooker",2022,"Pau","Top 14",0,0,0,0,0,0,0,0,0,0,"RAYNE BARKA"
"174","rayne-barka-4193","05/02/1999","Hooker",2021,"Pau","Top 14",0,1,1,0,0,0,0,0,0,41,"RAYNE BARKA"
"175","rayne-barka-4193","05/02/1999","Hooker",2020,"Pau","Top 14",0,0,0,0,0,0,0,0,0,0,"RAYNE BARKA"
"176","rayne-barka-4193","05/02/1999","Hooker",2019,"Pau","Top 14",0,3,0,0,0,0,0,0,0,36,"RAYNE BARKA"
"177","rayne-barka-4193","05/02/1999","Hooker",2018,"Pau","Top 14",0,1,0,0,0,0,0,0,0,41,"RAYNE BARKA"
"178","gaetan-barlot-4262","13/04/1997","Hooker",2022,"Castres","Top 14",0,2,2,0,0,0,0,0,0,130,"GAETAN BARLOT"
"179","gaetan-barlot-4262","13/04/1997","Hooker",2021,"Castres","Top 14",15,23,18,3,0,0,0,0,0,1334,"GAETAN BARLOT"
"180","gaetan-barlot-4262","13/04/1997","Hooker",2020,"Castres","Top 14",20,23,21,4,0,0,0,0,0,1342,"GAETAN BARLOT"
"181","jeanpascal-barraque-1791","24/04/1991","Fly Half",2022,"Clermont","Top 14",0,0,0,0,0,0,0,0,0,0,"JEANPASCAL BARRAQUE"
"182","jeanpascal-barraque-1791","24/04/1991","Fly Half",2021,"Clermont","Top 14",33,18,16,6,1,0,0,0,0,1295,"JEANPASCAL BARRAQUE"
"183","jeanpascal-barraque-1791","24/04/1991","Fly Half",2020,"Clermont","Top 14",28,14,13,5,1,0,0,1,0,967,"JEANPASCAL BARRAQUE"
"184","jeanpascal-barraque-1791","24/04/1991","Fly Half",2017,"Union Bordeaux Bègles","Top 14",15,7,2,3,0,0,0,0,0,251,"JEANPASCAL BARRAQUE"
